Composition,Density,EquiTibrium conditions,Single/Muplitple_Phase,PhaseType,Reference,Tension0/Compression1,TestTempC,YieldStr(MPa),YieldStr(MPa)/density,Ductility (%),Hardness (HV),HIP,Anneal,CR,SPS,SPD,Grain Size (um),Strain Rate (s-1),Arc Melting,Melt Cooling Rate (degC/min),HIP Temp (degC),HIP Pressure (MPa),HIP Time (h),Anneal Temp (degC),Anneal Time (h),Anneal Cooling Rate (degC/min),Final CR DeformPercentage,SPS Temp (degC),SPS Pressure (MPa),SPS Hold Time (min),composition,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,Yang omega,Yang delta,Yang Ent,Yang Hmix,Yang Tm,Yang Hmax,Yang Tmax,Yang Phi,Yang delXi,Yang HPSigma,Yang HPSigma_min,Yang HPSigma_min05,Yang HPK,Yang VEC,Yang sigma_SS_Liaw,dr H,dr He,dr Li,dr Be,dr B,dr C,dr N,dr O,dr F,dr Ne,dr Na,dr Mg,dr Al,dr Si,dr P,dr S,dr Cl,dr Ar,dr K,dr Ca,dr Sc,dr Ti,dr V,dr Cr,dr Mn,dr Fe,dr Co,dr Ni,dr Cu,dr Zn,dr Ga,dr Ge,dr As,dr Se,dr Br,dr Kr,dr Rb,dr Sr,dr Y,dr Zr,dr Nb,dr Mo,dr Tc,dr Ru,dr Rh,dr Pd,dr Ag,dr Cd,dr In,dr Sn,dr Sb,dr Te,dr I,dr Xe,dr Cs,dr Ba,dr La,dr Ce,dr Pr,dr Nd,dr Pm,dr Sm,dr Eu,dr Gd,dr Tb,dr Dy,dr Ho,dr Er,dr Tm,dr Yb,dr Lu,dr Hf,dr Ta,dr W,dr Re,dr Os,dr Ir,dr Pt,dr Au,dr Hg,dr Tl,dr Pb,dr Bi,dr Po,dr At,dr Rn,dr Fr,dr Ra,dr Ac,dr Th,dr Pa,dr U,dr Np,dr Pu,dr Am,dr Cm,dr Bk,dr Cf,dr Es,dr Fm,dr Md,dr No,dr Lr,dG H,dG He,dG Li,dG Be,dG B,dG C,dG N,dG O,dG F,dG Ne,dG Na,dG Mg,dG Al,dG Si,dG P,dG S,dG Cl,dG Ar,dG K,dG Ca,dG Sc,dG Ti,dG V,dG Cr,dG Mn,dG Fe,dG Co,dG Ni,dG Cu,dG Zn,dG Ga,dG Ge,dG As,dG Se,dG Br,dG Kr,dG Rb,dG Sr,dG Y,dG Zr,dG Nb,dG Mo,dG Tc,dG Ru,dG Rh,dG Pd,dG Ag,dG Cd,dG In,dG Sn,dG Sb,dG Te,dG I,dG Xe,dG Cs,dG Ba,dG La,dG Ce,dG Pr,dG Nd,dG Pm,dG Sm,dG Eu,dG Gd,dG Tb,dG Dy,dG Ho,dG Er,dG Tm,dG Yb,dG Lu,dG Hf,dG Ta,dG W,dG Re,dG Os,dG Ir,dG Pt,dG Au,dG Hg,dG Tl,dG Pb,dG Bi,dG Po,dG At,dG Rn,dG Fr,dG Ra,dG Ac,dG Th,dG Pa,dG U,dG Np,dG Pu,dG Am,dG Cm,dG Bk,dG Cf,dG Es,dG Fm,dG Md,dG No,dG Lr
Al0.25NbTaTiZr,8.6,HIP+A,M,BCC+B2,5,1,25,1745,203.1,2.3,499.6,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al0.25 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.867128924,0.046891871,0.012707664,-3.930795848,2433.498235,0.221453287,3290,3.592803869,0.067491126,162.9411765,10,91.25,374.7058824,7.705882353,1514.720017,0,0,0,0,0,0,0,0,0,0,0,0,0.035198594,0,0,0,0,0,0,0,0,0.0118563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091053136,0.035198594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035198594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599726212,0,0,0,0,0,0,0,0,0.124320827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061325665,-0.058924416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276653629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.25NbTaTiZr,8.6,HIP+A,M,BCC+B2,5,1,1000,366,42.6,51.72,,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al0.25 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.867128924,0.046891871,0.012707664,-3.930795848,2433.498235,0.221453287,3290,3.592803869,0.067491126,162.9411765,10,91.25,374.7058824,7.705882353,1514.720017,0,0,0,0,0,0,0,0,0,0,0,0,0.035198594,0,0,0,0,0,0,0,0,0.0118563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091053136,0.035198594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035198594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599726212,0,0,0,0,0,0,0,0,0.124320827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061325665,-0.058924416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276653629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.5Mo0.5NbTa0.5TiZr,7.6,HIP+A,M,BCC+B2,5,1,25,2350,309.7,1.35,652.6,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al0.5 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.163140521,0.052025105,0.014425841,-10.51851852,2306.385556,0.197530864,3290,4.524992804,0.145149276,175.5555556,10,103.125,344.4444444,6,1329.064215,0,0,0,0,0,0,0,0,0,0,0,0,0.026970715,0,0,0,0,0,0,0,0,0.003629946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099251698,0.026970715,0.083360643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026970715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441539736,0,0,0,0,0,0,0,0,-0.036055308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098277229,-0.216410962,0.688206739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.428259477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.5Mo0.5NbTa0.5TiZr,7.6,HIP+A,M,BCC+B2,5,1,1000,579,76.3,50.48,,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al0.5 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.163140521,0.052025105,0.014425841,-10.51851852,2306.385556,0.197530864,3290,4.524992804,0.145149276,175.5555556,10,103.125,344.4444444,6,1329.064215,0,0,0,0,0,0,0,0,0,0,0,0,0.026970715,0,0,0,0,0,0,0,0,0.003629946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099251698,0.026970715,0.083360643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026970715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441539736,0,0,0,0,0,0,0,0,-0.036055308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098277229,-0.216410962,0.688206739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.428259477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlMo0.5NbTa0.5TiZr,7.1,HIP+A,M,BCC+B2,5,1,25,2197,307.4,2.22,591.4,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871994062,0.050047061,0.014533432,-16.84,2169.094,0.16,3290,5.017130868,0.137556471,159,10,103.125,319,5.7,1187.974036,0,0,0,0,0,0,0,0,0,0,0,0,0.024273644,0,0,0,0,0,0,0,0,0.000931311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10195029,0.024273644,0.08066974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024273644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397385763,0,0,0,0,0,0,0,0,-0.08112206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143153196,-0.26073399,0.646224039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.470977072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlMo0.5NbTa0.5TiZr,7.1,HIP+A,M,BCC+B2,5,1,1000,745,104.2,48.86,,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871994062,0.050047061,0.014533432,-16.84,2169.094,0.16,3290,5.017130868,0.137556471,159,10,103.125,319,5.7,1187.974036,0,0,0,0,0,0,0,0,0,0,0,0,0.024273644,0,0,0,0,0,0,0,0,0.000931311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10195029,0.024273644,0.08066974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024273644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397385763,0,0,0,0,0,0,0,0,-0.08112206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143153196,-0.26073399,0.646224039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.470977072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlMo0.5NbTa0.5TiZr0.5,7.2,HIP+A,s,B2,5,1,25,1320,,0,632.2,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878629306,0.041669599,0.014425841,-16.69135802,2173.66,0.098765432,3290,5.01619902,0.131433294,150,10,100,323.3333333,5.888888889,790.0115809,0,0,0,0,0,0,0,0,0,0,0,0,0.012944313,0,0,0,0,0,0,0,0,-0.010403118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1132781,0.012944313,0.069362774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012944313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380757859,0,0,0,0,0,0,0,0,-0.097209211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159059106,-0.276232584,0.629978286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.485551308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlMo0.5NbTa0.5TiZr0.5,7.2,HIP+A,s,B2,5,1,1000,935,129.1,47.84,,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878629306,0.041669599,0.014425841,-16.69135802,2173.66,0.098765432,3290,5.01619902,0.131433294,150,10,100,323.3333333,5.888888889,790.0115809,0,0,0,0,0,0,0,0,0,0,0,0,0.012944313,0,0,0,0,0,0,0,0,-0.010403118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1132781,0.012944313,0.069362774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012944313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380757859,0,0,0,0,0,0,0,0,-0.097209211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159059106,-0.276232584,0.629978286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.485551308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlNbTa0.5TiZr0.5,6.9,HIP+A,s,B2,5,1,25,1352,195.3,0.17,509.8,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al1 Nb1 Ta0.5 Ti1 Zr0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455282871,0.037615774,0.012966358,-18.5625,2083.3675,0.125,3290,4.745123223,0.05743444,135,10,93.33333333,285,5.875,808.2987341,0,0,0,0,0,0,0,0,0,0,0,0,0.021618803,0,0,0,0,0,0,0,0,-0.001730104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104633809,0.021618803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021618803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46190006,0,0,0,0,0,0,0,0,-0.017346748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079887017,-0.19867855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411862506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlNbTa0.5TiZr0.5,6.9,HIP+A,s,B2,5,1,1000,535,77.3,49.15,,1,1,0,0,0,,0.001,1,,1400,207,4,1400,6,20,0,,,,Al1 Nb1 Ta0.5 Ti1 Zr0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455282871,0.037615774,0.012966358,-18.5625,2083.3675,0.125,3290,4.745123223,0.05743444,135,10,93.33333333,285,5.875,808.2987341,0,0,0,0,0,0,0,0,0,0,0,0,0.021618803,0,0,0,0,0,0,0,0,-0.001730104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104633809,0.021618803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021618803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46190006,0,0,0,0,0,0,0,0,-0.017346748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079887017,-0.19867855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411862506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.2MoTaTiV,9.3,AC,s,BCC,6,1,25,1021,110.3,6.82,450,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Al0.2 Mo1 Ta1 Ti1 V1,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.540953145,0.039194201,0.012568477,-5.66893424,2499.212857,0.056689342,3290,3.888228096,0.152621554,155.2380952,10,86.25,470.952381,8.238095238,1507.436473,0,0,0,0,0,0,0,0,0,0,0,0,-0.029308384,0,0,0,0,0,0,0,0,-0.052648635,0.060688439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027130257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029308384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419340427,0,0,0,0,0,0,0,0,-0.051610669,-0.258234246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663587649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43761082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.6MoTaTiV,8.7,AC,S,BCC,6,1,25,962,110.9,3.36,483.3,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Al0.6 Mo1 Ta1 Ti1 V1,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,0,0,0,0,0,0,0,0.217391304,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.123164797,0.038055718,0.013241589,-10.01890359,2363.061304,0.047258979,3290,4.33600565,0.147340789,142.6086957,10,86.25,437.826087,7.782608696,1325.168361,0,0,0,0,0,0,0,0,0,0,0,0,-0.026759829,0,0,0,0,0,0,0,0,-0.050101485,0.06323727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02967994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026759829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382876042,0,0,0,0,0,0,0,0,-0.089446509,-0.295557466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629221745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.473943395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlMoTaTiV,8.2,AC,s,BCC,6,1,25,735,,0,509.5,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Al1 Mo1 Ta1 Ti1 V1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321718742,0.036977655,0.013380867,-12.96,2248.694,0.04,3290,4.522075767,0.142544951,132,10,86.25,410,7.4,1204.012621,0,0,0,0,0,0,0,0,0,0,0,0,-0.024619042,0,0,0,0,0,0,0,0,-0.047961878,0.065378288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031821674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024619042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352245958,0,0,0,0,0,0,0,0,-0.121228614,-0.326908971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600354385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.504462758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
